id,codigo_120,name
756,15622000-4,Glucose e produtos à base de glucose; frutose e produtos à base de frutose
757,15622100-5,Glucose e produtos à base de glucose
758,15622110-8,Glucose
759,15622120-1,Xarope de glucose
760,15622300-7,Frutose e produtos à base de frutose
761,15622310-0,Frutose
762,15622320-3,Preparações à base de frutose
763,15622321-0,Soluções à base de frutose
764,15622322-7,Xarope de frutose
765,15623000-1,Amidos e féculas
766,15624000-8,Tapioca
767,15625000-5,Sêmola
768,15626000-2,"Natas em pó, com sabor a baunilha (custard)"
769,15700000-5,Alimentos para animais
770,15710000-8,Preparações utilizadas na alimentação de animais de criação e de outros animais
771,15711000-5,Alimentos para peixes
772,15712000-2,Forragem seca
773,15713000-9,Alimentos para animais de estimação
774,15800000-6,Produtos alimentares diversos
775,15810000-9,"Produtos de panificação, produtos frescos de pastelaria e bolos"
776,15811000-6,Produtos de panificação
777,15811100-7,Pão
778,15811200-8,Pãezinhos
779,15811300-9,Croissants
780,15811400-0,Crumpets
781,15811500-1,Produtos de panificação preparados
782,15811510-4,Sanduíches
783,15811511-1,Sanduíches preparadas
784,15812000-3,Produtos de pastelaria e bolos
785,15812100-4,Produtos de pastelaria
786,15812120-0,Empadas e tartes
787,15812121-7,Empadas
788,15812122-4,Tartes
789,15812200-5,Bolos
790,15813000-0,Produtos perecíveis para pequeno-almoço
791,15820000-2,"Tostas, bolachas e biscoitos; produtos de pastelaria e bolos conservados"
792,15821000-9,Produtos de panificação e de pastelaria torrados
793,15821100-0,Produtos de panificação torrados
794,15821110-3,Pão torrado
795,15821130-9,Pão denominado Knäckebrot
796,15821150-5,Tostas
797,15821200-1,Bolachas e biscoitos doces
798,15830000-5,Açúcar e produtos afins
799,15831000-2,Açúcar
800,15831200-4,Açúcar branco
801,15831300-5,Açúcar e xarope de ácer
802,15831400-6,Melaços
803,15831500-7,Xaropes de açúcar
804,15831600-8,Mel
805,15832000-9,Desperdícios da indústria do açúcar
806,15833000-6,Produtos à base de açúcar
807,15833100-7,Sobremesas
808,15833110-0,Bases para tartes de frutas
809,15840000-8,"Cacau, chocolate e produtos de confeitaria"
810,15841000-5,Cacau
811,15841100-6,Pasta de cacau
812,15841200-7,"Manteiga, gordura ou óleo de cacau"
813,15841300-8,"Cacau em pó, não adoçado"
814,15841400-9,"Cacau em pó, adoçado"
815,15842000-2,Chocolate e produtos de confeitaria
816,15842100-3,Chocolate
817,15842200-4,Produtos à base de chocolate
818,15842210-7,Chocolate para beber
819,15842220-0,Chocolate em barras
820,15842300-5,Produtos de confeitaria
821,15842310-8,Rebuçados de açúcar cozido
822,15842320-1,Nogates
823,15842400-6,"Fruta, frutos de casca rija e cascas de frutos conservados em açúcar"
824,15850000-1,Massas alimentícias
825,15851000-8,Produtos farináceos
826,15851100-9,Massas alimentícias não cozidas
827,15851200-0,Massas alimentícias e cuscuz preparados
828,15851210-3,Massas alimentícias preparadas
829,15851220-6,Massas alimentícias recheadas
830,15851230-9,Lasanha
831,15851250-5,Cuscuz
832,15851290-7,Massas alimentícias em lata
833,15860000-4,"Café, chá e produtos afins"
834,15861000-1,Café
835,15861100-2,Café torrado
836,15861200-3,Café descafeinado
837,15862000-8,Sucedâneos do café
838,15863000-5,Chá
839,15863100-6,Chá verde
840,15863200-7,Chá preto
841,15864000-2,Preparações à base de chá ou de mate
842,15864100-3,Chá em saquinhos
843,15865000-9,Infusões de ervas
844,15870000-7,Condimentos e temperos
845,15871000-4,Vinagre; molhos; condimentos compostos; farinhas de mostarda e mostarda preparada
846,15871100-5,Vinagre e seus sucedâneos
847,15871110-8,Vinagre ou equivalente
848,15871200-6,"Molhos, condimentos e temperos compostos"
849,15871210-9,Molho de soja
850,15871230-5,Ketchup
851,15871250-1,Mostarda
852,15871260-4,Molhos
853,15871270-7,Condimentos compostos
854,15871273-8,Maionese
855,15871274-5,Produtos de barrar para sanduíches
856,15871279-0,Molho chutney
857,15872000-1,Ervas e especiarias
858,15872100-2,Pimenta
859,15872200-3,Especiarias
860,15872300-4,Ervas
861,15872400-5,Sal
862,15872500-6,Gengibre
863,15880000-0,Produtos nutricionais especiais
864,15881000-7,Preparações alimentícias homogeneizadas
865,15882000-4,Produtos dietéticos
866,15884000-8,Alimentos para bebés
867,15890000-3,Produtos alimentares diversos e produtos secos
868,15891000-0,Sopas e consommés
869,15891100-1,Sopas de carne
870,15891200-2,Sopas de peixe
871,15891300-3,Sopas mistas
872,15891400-4,Sopas
873,15891410-7,Preparações para sopas
874,15891500-5,Consommés
875,15891600-6,Caldos
876,15891610-9,Preparações para caldos
877,15891900-9,Sopas de legumes
878,15892000-7,"Sucos e extractos vegetais, substâncias pépticas e espessantes"
879,15892100-8,Sucos vegetais
880,15892200-9,Extractos vegetais
881,15892400-1,Espessantes
882,15893000-4,Produtos secos
883,15893100-5,Preparados alimentares
884,15893200-6,Preparados para sobremesas
885,15893300-7,Preparados para molhos
886,15894000-1,Produtos alimentares transformados
887,15894100-2,Conservas de produtos vegetarianos
888,15894200-3,Refeições preparadas
889,15894210-6,Refeições para escolas
890,15894220-9,Refeições para hospitais
891,15894300-4,Pratos preparados
892,15894400-5,Refeições leves
893,15894500-6,Produtos para distribuidores automáticos
894,15894600-7,Recheios para sanduíches
895,15894700-8,Produtos de mercearia fina
896,15895000-8,Produtos de restauração rápida
897,15895100-9,Hambúrgueres
898,15896000-5,Produtos ultracongelados
899,15897000-2,Produtos enlatados e rações de combate
900,15897100-3,Rações de combate
901,15897200-4,Produtos enlatados
902,15897300-5,Rações alimentares
903,15898000-9,Leveduras
904,15899000-6,Levedura artificial
905,15900000-7,"Bebidas, tabaco e produtos afins"
906,15910000-0,Bebidas alcoólicas destiladas
907,15911000-7,Bebidas espirituosas
908,15911100-8,Aguardentes
909,15911200-9,Licores
910,15930000-6,Vinhos
911,15931000-3,Vinhos não aromatizados
912,15931100-4,Vinhos espumantes
913,15931200-5,Vinho de mesa
914,15931300-6,Vinho do Porto
915,15931400-7,Vinho da Madeira
916,15931500-8,Mostos de uvas
917,15931600-9,Vinho de Xerês
918,15932000-0,Borras de vinho
919,15940000-9,Sidra e outros vinhos de fruta
920,15941000-6,Sidra
921,15942000-3,Vinhos de fruta
922,15950000-2,Bebidas fermentadas não destiladas
923,15951000-9,Vermutes
924,15960000-5,Cerveja de malte
925,15961000-2,Cerveja
926,15961100-3,Cerveja lager
927,15962000-9,Borras resultantes da destilação ou fabricação da cerveja
928,15980000-1,Bebidas não alcoólicas
929,15981000-8,Águas minerais
930,15981100-9,Água mineral não gaseificada
931,15981200-0,Água mineral gaseificada
932,15981300-1,Água sob forma sólida
933,15981310-4,Gelo
934,15981320-7,Neve
935,15981400-2,Águas minerais aromatizadas
936,15982000-5,Refrigerantes
937,15982100-6,Concentrados de fruta
938,15982200-7,Leite chocolatado
939,15990000-4,"Tabaco, produtos à base de tabaco e artigos afins"
940,15991000-1,Produtos à base de tabaco
941,15991100-2,Charutos
942,15991200-3,Cigarrilhas
943,15991300-4,Cigarros
944,15992000-8,Tabaco
945,15992100-9,Tabaco manufacturado
946,15993000-5,Material de tabacaria
947,15994000-2,Papel para cigarros e papel-filtro
948,15994100-3,Papel para cigarros
949,15994200-4,Papel-filtro
950,16000000-5,Maquinaria agrícola
951,16100000-6,"Máquinas para agricultura e silvicultura, para preparação e cultivo dos solos"
952,16110000-9,Arados ou grades de discos
953,16120000-2,"Grades, escarificadoras, cultivadoras, sachadoras ou enxadas"
954,16130000-5,"Semeadoras, plantadoras ou transplantadoras"
955,16140000-8,Espalhadoras de estrume
956,16141000-5,Distribuidoras de fertilizantes
957,16150000-1,Cilindros para relvados ou para campos de desporto
958,16160000-4,Equipamento diverso de jardinagem
959,16300000-8,Máquinas para colheita
960,16310000-1,Ceifeiras
961,16311000-8,Cortadores de relva
962,16311100-9,Cortadores de relva para parques ou para campos de desporto
963,16320000-4,Máquinas para colheita de feno
964,16330000-7,Enfardadeiras de palha ou de forragem
965,16331000-4,Prensas-enfardadeiras
966,16340000-0,Máquinas para colheita e debulha
967,16400000-9,Máquinas pulverizadoras para agricultura ou horticultura
968,16500000-0,Reboques e semi-reboques autocarregáveis ou autodescarregáveis para usos agrícolas
969,16510000-3,Reboques autocarregáveis para usos agrícolas
970,16520000-6,Reboques autodescarregáveis para usos agrícolas
971,16530000-9,Semi-reboques autocarregáveis para usos agrícolas
972,16540000-2,Semi-reboques autodescarregáveis para usos agrícolas
973,16600000-1,Máquinas especializadas para a agricultura ou a silvicultura
974,16610000-4,"Máquinas para limpar, seleccionar ou classificar ovos, fruta ou outros produtos agrícolas"
975,16611000-1,Máquinas para limpar produtos agrícolas
976,16611100-2,Máquinas para limpar ovos
977,16611200-3,Máquinas para limpar fruta
978,16612000-8,Máquinas para seleccionar ou classificar produtos agrícolas
979,16612100-9,Máquinas para seleccionar ou classificar ovos
980,16612200-0,Máquinas para seleccionar ou classificar fruta
981,16613000-5,"Máquinas para limpeza, selecção ou peneiração de sementes e grãos ou de produtos hortícolas secos"
982,16620000-7,Máquinas para ordenhar
983,16630000-0,Máquinas para preparação de alimentos para animais
984,16640000-3,Máquinas para apicultura
985,16650000-6,Máquinas para aviário
986,16651000-3,Criadeiras e incubadoras para aves de capoeira
987,16700000-2,Tractores
988,16710000-5,Motocultores
989,16720000-8,Tractores usados
990,16730000-1,Motores de tracção
991,16800000-3,Peças para máquinas para agricultura e silvicultura
992,16810000-6,Peças para máquinas para agricultura
993,16820000-9,Peças para máquinas para silvicultura
994,18000000-9,"Vestuário, calçado, malas e artigos de viagem, acessórios"
995,18100000-0,"Vestuário profissional, vestuário de trabalho especial e acessórios"
996,18110000-3,Vestuário profissional
997,18113000-4,Vestuário industrial
998,18114000-1,Jardineiras
999,18130000-9,Vestuário de trabalho especial
1000,18132000-3,Vestuário de voo
1001,18132100-4,Casacos de voo
1002,18132200-5,Fatos de voo
1003,18140000-2,Acessórios para vestuário de trabalho
1004,18141000-9,Luvas de trabalho
1005,18142000-6,Viseiras de protecção
1006,18143000-3,Equipamento (vestuário) de protecção
1007,18200000-1,Vestuário exterior
1008,18210000-4,Casacos compridos
1009,18211000-1,Túnicas
1010,18212000-8,Capotes
1011,18213000-5,Blusões
1012,18220000-7,Vestuário de protecção contra as intempéries
1013,18221000-4,Vestuário impermeável
1014,18221100-5,Capas impermeáveis
1015,18221200-6,Anoraques
1016,18221300-7,Impermeáveis e gabardinas
1017,18222000-1,Vestuário formal de trabalho
1018,18222100-2,Fatos
1019,18222200-3,Conjuntos
1020,18223000-8,Casacos e blazers
1021,18223100-9,Blazers
1022,18223200-0,Casacos
1023,18224000-5,Vestuário de tecidos têxteis impregnados ou revestidos
1024,18230000-0,Vestuário exterior diverso
1025,18231000-7,Vestidos
1026,18232000-4,Saias
1027,18233000-1,Calções
1028,18234000-8,Calças
1029,18235000-5,"Pullovers, casacos de malha e artigos similares"
1030,18235100-6,Pullovers
1031,18235200-7,Casacos de malha
1032,18235300-8,Camisolas de algodão
1033,18235400-9,Coletes
1034,18300000-2,Peças de vestuário
1035,18310000-5,Roupa interior
1036,18311000-2,Combinações
1037,18312000-9,Cuecas de homem
1038,18313000-6,Cuecas de mulher
1039,18314000-3,Roupões de banho
1040,18315000-0,Meias de senhora
1041,18316000-7,Meias-calças (collants)
1042,18317000-4,Peúgas
1043,18318000-1,Roupa de dormir
1044,18318100-2,Camisas de dormir
1045,18318200-3,Roupões
1046,18318300-4,Pijamas
1047,18318400-5,Camisolas interiores de manga cava
1048,18318500-6,Camisas de noite
1049,18320000-8,"Soutiens, espartilhos, cintos de ligas e artigos similares"
1050,18321000-5,Soutiens
1051,18322000-2,Espartilhos
1052,18323000-9,Cintos de ligas
1053,18330000-1,Camisolas de manga curta (t-shirts) e camisas
1054,18331000-8,T-shirts
1055,18332000-5,Camisas
1056,18333000-2,Camisolas de gola pólo
1057,18400000-3,Vestuário e acessórios especiais
1058,18410000-6,Vestuário especial
1059,18411000-3,Vestuário para bebé
1060,18412000-0,Vestuário de desporto
1061,18412100-1,Fatos de treino
1062,18412200-2,Camisas de desporto
1063,18412300-3,Fatos de esqui
1064,18412800-8,Fatos de banho
1065,18420000-9,Acessórios de vestuário
1066,18421000-6,Lenços de assoar e de bolso
1067,18422000-3,Lenços de pescoço
1068,18423000-0,Gravatas
1069,18424000-7,Luvas
1070,18424300-0,Luvas descartáveis
1071,18424400-1,Mitenes
1072,18424500-2,Luvas de cano comprido
1073,18425000-4,Cintos
1074,18425100-5,Bandoleiras
1075,18440000-5,Chapéus e artigos para cobrir a cabeça
1076,18441000-2,Chapéus
1077,18443000-6,Artigos para cobrir a cabeça e seus acessórios
1078,18443100-7,Precintas
1079,18443300-9,Artigos de chapelaria
1080,18443310-2,Boinas
1081,18443320-5,Boinas de campanha
1082,18443330-8,Gorros
1083,18443340-1,Bonés
1084,18443400-0,Francaletes para artigos para cobrir a cabeça
1085,18443500-1,Viseiras
1086,18444000-3,Artigos de protecção para a cabeça
1087,18444100-4,Artigos de segurança para a cabeça
1088,18444110-7,Capacetes
1089,18444111-4,Capacetes de protecção
1090,18444112-1,Capacetes de ciclismo
1091,18444200-5,Capacetes de segurança
1092,18450000-8,Fechos (vestuário)
1093,18451000-5,Botões
1094,18451100-6,Partes de botões
1095,18452000-2,Alfinetes de segurança
1096,18453000-9,Fechos de correr
1097,18500000-4,Artigos de joalharia e relojoaria e afins
1098,18510000-7,Joalharia e artigos afins
1099,18511000-4,Pedras preciosas para joalharia
1100,18511100-5,Diamantes
1101,18511200-6,Rubis
1102,18511300-7,Esmeraldas
1103,18511400-8,Opalas
1104,18511500-9,Quartzo
1105,18511600-0,Turmalinas
1106,18512000-1,Moedas e medalhas
1107,18512100-2,Moedas
1108,18512200-3,Medalhas
1109,18513000-8,Artigos de joalharia
1110,18513100-9,Pérolas
1111,18513200-0,Artigos de ourivesaria
1112,18513300-1,Artigos de metais preciosos
1113,18513400-2,Artigos de pedras preciosas ou semipreciosas
1114,18513500-3,Artigos de prata
1115,18520000-0,Artigos pessoais de horometria
1116,18521000-7,Relógios de bolso ou de pulso
1117,18521100-8,Vidros para relógios de bolso ou de pulso
1118,18522000-4,Relógios de pulso
1119,18523000-1,Cronómetros
1120,18530000-3,Prendas e brindes
1121,18600000-5,Peles com pêlo e artigos de peles com pêlo
1122,18610000-8,Artigos de peles com pêlo
1123,18611000-5,Peles com pêlo
1124,18612000-2,Vestuário de peles com pêlo
1125,18613000-9,Artigos de peles com pêlo artificiais
1126,18620000-1,Peles
1127,18800000-7,Calçado
1128,18810000-0,"Calçado, excepto calçado de desporto e calçado de protecção"
1129,18811000-7,Calçado impermeável
1130,18812000-4,Calçado com partes de borracha ou de plástico
1131,18812100-5,Sandálias com gáspeas de borracha ou de plástico
1132,18812200-6,Botas de borracha
1133,18812300-7,Calçado de exterior com gáspea de borracha ou plástico
1134,18812400-8,Flip-flops
1135,18813000-1,Calçado com gáspea de couro
1136,18813100-2,Sandálias
1137,18813200-3,Pantufas
1138,18813300-4,Calçado de exterior
1139,18814000-8,Calçado com gáspea de matérias têxteis
1140,18815000-5,Botas
1141,18815100-6,Botinas
1142,18815200-7,Botins
1143,18815300-8,Botas de cano alto
1144,18815400-9,Botas impermeáveis
1145,18816000-2,Galochas
1146,18820000-3,Calçado de desporto
1147,18821000-0,Calçado para esqui
1148,18821100-1,Calçado para esqui de fundo
1149,18822000-7,Sapatos de treino
1150,18823000-4,Botas de escalada
1151,18824000-1,Botas de futebol
1152,18830000-6,Calçado de protecção
1153,18831000-3,Calçado com biqueira metálica de protecção
1154,18832000-0,Calçado especial
1155,18832100-1,Calçado de voo
1156,18840000-9,Partes de calçado
1157,18841000-6,Gáspeas
1158,18842000-3,Solas
1159,18843000-0,Tacões
1160,18900000-8,"Artigos de selaria, malas, bolsas, sacos e outros artigos de viagem"
1161,18910000-1,Artigos de seleiro
1162,18911000-8,Selas
1163,18912000-5,Pingalins
1164,18913000-2,Chicotes
1165,18920000-4,Artigos de viagem
1166,18921000-1,Malas
1167,18923000-5,Bolsas e carteiras
1168,18923100-6,Bolsas
1169,18923200-7,Carteiras
1170,18924000-2,Baús
1171,18925000-9,Suportes e estojos para cantis
1172,18925100-0,Suportes para cantis
1173,18925200-1,Coldres
1174,18929000-7,Bolsas de toucador
1175,18930000-7,Sacas e sacos
1176,18931000-4,Sacos de viagem
1177,18931100-5,Mochilas
1178,18932000-1,Sacos de desporto
1179,18933000-8,Sacos para correio e encomendas
1180,18933100-9,Sacolas para correio
1181,18934000-5,Sacos de lona
1182,18935000-2,Sacos de lavandaria
1183,18936000-9,Sacos de matérias têxteis
1184,18937000-6,Sacas para embalagem de mercadorias
1185,18937100-7,Sacos para embalagem de mercadorias
1186,18938000-3,Envelopes acolchoados
1187,18939000-0,Bolsas de mão
1188,19000000-6,"Materiais têxteis, de couro, de plástico e de borracha"
1189,19100000-7,Couro
1190,19110000-0,Peles de camurça
1191,19120000-3,Couro de bovinos ou de equídeos
1192,19130000-6,"Couro de ovinos, de caprinos ou de suínos"
